x,y,z,v_x,v_y,v_z,|U|,rho,pressure
-0.037496, 0.07495, 3.75339, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
-0.0704748, 0.07495, 3.71409, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
-0.0704796, 0.07495, 3.66279, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
-0.037508, 0.07495, 3.62349, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
0.013013, 0.07495, 3.61457, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
0.0574454, 0.07495, 3.64022, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
0, 0.12495, 3.68844, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
0.025, 0.12495, 3.68844, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
-0.0124987, 0.12495, 3.71009, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
-0.0125027, 0.12495, 3.66679, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
0.075, 0.12495, 3.68844, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
0.0574543, 0.12495, 3.73665, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
0.0130267, 0.12495, 3.7623, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
-0.037496, 0.12495, 3.75339, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
-0.0704748, 0.12495, 3.71409, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
-0.0704796, 0.12495, 3.66279, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
-0.037508, 0.12495, 3.62349, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
0.013013, 0.12495, 3.61457, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
0.0574454, 0.12495, 3.64022, 2e-20, 2e-20, -2.55054, 2.55054, 1000, 1e-20
